year,firstday,lastday
2015,097,214
2016,131,218
2017,180,209
2018,151,212
2019,136,208
2020,183,207
2021,145,213
2022,164,216
2023,166,208
2024,165,217
2025,152,212
2026,155,212
2027,134,210
2028,178,215
2029,167,259
2030,174,187
2031,182,213
2032,157,210
2033,167,205
2034,149,240
2035,160,215
2036,150,213
2037,154,216
2038,168,288
2039,163,213
2040,163,214
2041,145,230
2042,144,206
2043,163,204
2044,146,254
2045,171,234
2046,113,231
2047,157,242
2048,169,236
2049,150,293
2050,161,217
2051,182,244
2052,118,236
2053,128,244
2054,149,232
2055,123,257
2056,147,274
2057,116,240
2058,166,244
2059,124,241
2060,153,246
2061,106,250
2062,140,245
2063,136,239
2064,162,275
2065,180,243
2066,104,235
2067,150,246
2068,140,237
2069,119,244
2070,160,243
2071,146,235
2072,122,244
2073,168,240
2074,180,223
2075,176,228
2076,150,233
2077,142,283
2078,126,283
2079,170,283
2080,111,359
2081,146,276
2082,142,240
2083,174,222
2084,121,232
2085,145,281
2086,144,237
2087,186,240
2088,152,216
2089,144,237
2090,136,244
2091,116,242
2092,142,246
2093,150,242
2094,125,224
2095,127,245
2096,169,237
2097,177,232
2098,181,247
2099,110,231
2100,178,238
