year,firstday,lastday
2015,133,244
2016,130,193
2017,209,218
2018,169,246
2019,137,246
2020,206,235
2021,152,237
2022,148,245
2023,164,197
2024,122,219
2025,140,244
2026,177,274
2027,170,205
2028,150,208
2029,137,266
2030,229,241
2031,141,248
2032,157,232
2033,198,227
2034,147,204
2035,185,222
2036,127,233
2037,137,248
2038,164,243
2039,197,247
2040,130,140
2041,131,219
2042,146,196
2043,131,197
2044,116,197
2045,148,265
2046,160,185
2047,137,211
2048,154,200
2049,158,246
2050,189,219
2051,False,False
2052,158,168
2053,139,267
2054,123,246
2055,190,226
2056,170,199
2057,185,215
2058,199,248
2059,155,251
2060,124,245
2061,206,263
2062,156,256
2063,172,182
2064,193,236
2065,197,236
2066,176,255
2067,179,192
2068,172,191
2069,181,259
2070,169,255
2071,125,255
2072,114,267
2073,183,235
2074,126,229
2075,134,283
2076,126,260
2077,125,254
2078,166,216
2079,176,210
2080,181,246
2081,165,212
2082,214,258
2083,144,261
2084,122,246
2085,173,264
2086,139,264
2087,167,253
2088,186,201
2089,116,276
2090,150,261
2091,164,266
2092,132,270
2093,182,255
2094,169,257
2095,177,247
2096,207,275
2097,189,199
2098,165,268
2099,190,219
2100,117,214
