year,firstday,lastday
2015,162,266
2016,147,263
2017,129,257
2018,179,236
2019,192,217
2020,178,251
2021,175,250
2022,160,264
2023,188,255
2024,157,277
2025,152,263
2026,152,278
2027,181,239
2028,188,255
2029,176,234
2030,174,257
2031,179,257
2032,190,245
2033,183,247
2034,191,228
2035,171,260
2036,183,256
2037,181,214
2038,152,277
2039,166,253
2040,173,256
2041,167,261
2042,182,270
2043,174,261
2044,161,241
2045,156,290
2046,169,228
2047,154,231
2048,179,236
2049,166,218
2050,155,220
2051,152,250
2052,171,190
2053,157,302
2054,165,232
2055,168,250
2056,164,289
2057,189,264
2058,154,275
2059,157,259
2060,149,258
2061,159,297
2062,185,215
2063,152,293
2064,153,271
2065,158,274
2066,153,278
2067,148,251
2068,188,268
2069,179,256
2070,155,284
2071,196,278
2072,196,306
2073,173,266
2074,171,266
2075,171,236
2076,201,258
2077,146,240
2078,183,299
2079,138,239
2080,154,284
2081,156,254
2082,148,289
2083,139,264
2084,188,254
2085,178,260
2086,155,245
2087,157,273
2088,142,276
2089,176,265
2090,163,269
2091,140,279
2092,164,278
2093,171,266
2094,130,278
2095,148,275
2096,170,267
2097,150,301
2098,152,275
2099,188,287
2100,125,290
