year,firstday,lastday
2015,126,225
2016,173,258
2017,112,239
2018,194,234
2019,235,243
2020,169,259
2021,187,229
2022,184,261
2023,191,268
2024,201,213
2025,223,257
2026,168,255
2027,182,237
2028,191,232
2029,222,234
2030,180,248
2031,164,230
2032,177,235
2033,219,231
2034,206,245
2035,198,258
2036,146,193
2037,166,242
2038,171,272
2039,170,225
2040,226,255
2041,099,278
2042,193,258
2043,168,247
2044,168,256
2045,177,254
2046,110,260
2047,161,233
2048,185,266
2049,179,241
2050,167,261
2051,203,243
2052,190,199
2053,201,252
2054,170,219
2055,214,226
2056,136,274
2057,177,258
2058,137,270
2059,221,229
2060,200,261
2061,090,260
2062,179,268
2063,210,236
2064,204,217
2065,096,210
2066,178,218
2067,154,260
2068,223,235
2069,186,236
2070,126,252
2071,178,240
2072,122,244
2073,156,207
2074,180,225
2075,181,243
2076,181,253
2077,181,244
2078,196,241
2079,167,248
2080,169,250
2081,106,226
2082,207,249
2083,144,217
2084,179,239
2085,False,False
2086,233,242
2087,False,False
2088,142,233
2089,156,268
2090,181,240
2091,180,229
2092,171,271
2093,152,240
2094,211,261
2095,098,108
2096,183,264
2097,186,259
2098,205,248
2099,208,262
2100,183,207
