year,firstday,lastday
2015,160,240
2016,181,239
2017,174,228
2018,168,202
2019,180,242
2020,182,198
2021,182,219
2022,162,264
2023,182,246
2024,191,264
2025,182,242
2026,171,253
2027,169,244
2028,178,206
2029,141,246
2030,181,228
2031,185,252
2032,183,247
2033,False,False
2034,183,200
2035,176,244
2036,188,243
2037,216,239
2038,168,233
2039,195,234
2040,133,251
2041,198,207
2042,202,248
2043,186,225
2044,188,250
2045,182,242
2046,092,258
2047,182,231
2048,187,290
2049,130,241
2050,179,223
2051,223,244
2052,192,265
2053,141,247
2054,180,256
2055,181,208
2056,181,205
2057,137,212
2058,180,248
2059,180,243
2060,189,246
2061,174,246
2062,124,255
2063,137,267
2064,206,253
2065,181,237
2066,174,260
2067,197,260
2068,179,265
2069,184,251
2070,162,268
2071,160,254
2072,114,270
2073,174,260
2074,178,240
2075,182,265
2076,176,253
2077,127,226
2078,168,256
2079,169,265
2080,184,261
2081,False,False
2082,184,227
2083,182,238
2084,130,247
2085,173,257
2086,149,267
2087,180,251
2088,178,252
2089,203,262
2090,155,218
2091,177,246
2092,133,212
2093,174,270
2094,150,261
2095,180,220
2096,203,269
2097,165,231
2098,179,249
2099,182,257
2100,173,267
