year,firstday,lastday
2015,167,261
2016,215,241
2017,197,236
2018,181,246
2019,182,248
2020,190,205
2021,215,230
2022,182,243
2023,158,273
2024,184,217
2025,188,246
2026,187,208
2027,187,233
2028,180,248
2029,186,230
2030,176,225
2031,166,239
2032,202,240
2033,181,211
2034,166,246
2035,187,196
2036,190,233
2037,174,184
2038,162,245
2039,180,252
2040,195,235
2041,192,236
2042,184,222
2043,174,241
2044,178,224
2045,204,243
2046,163,244
2047,183,244
2048,175,212
2049,185,245
2050,184,239
2051,False,False
2052,188,242
2053,155,222
2054,181,233
2055,165,254
2056,False,False
2057,180,265
2058,179,236
2059,161,217
2060,182,240
2061,147,216
2062,184,241
2063,155,247
2064,166,208
2065,155,237
2066,175,243
2067,161,255
2068,166,215
2069,185,231
2070,179,276
2071,159,234
2072,173,227
2073,202,212
2074,180,247
2075,176,254
2076,150,242
2077,158,213
2078,146,198
2079,155,263
2080,178,239
2081,201,247
2082,185,250
2083,168,216
2084,189,217
2085,164,246
2086,177,256
2087,193,243
2088,188,265
2089,172,252
2090,158,205
2091,157,219
2092,153,203
2093,184,194
2094,171,248
2095,153,247
2096,182,213
2097,159,258
2098,166,180
2099,187,258
2100,171,239
