year,firstday,lastday
2015,172,218
2016,149,204
2017,148,215
2018,118,213
2019,125,256
2020,107,279
2021,100,237
2022,184,251
2023,118,211
2024,146,230
2025,123,236
2026,124,224
2027,162,284
2028,160,252
2029,118,266
2030,154,220
2031,105,238
2032,140,366
2033,153,230
2034,138,202
2035,097,193
2036,127,222
2037,108,211
2038,178,243
2039,134,245
2040,140,366
2041,161,244
2042,136,238
2043,132,221
2044,122,213
2045,143,252
2046,117,208
2047,139,272
2048,135,209
2049,111,193
2050,149,250
2051,163,252
2052,171,256
2053,084,273
2054,191,262
2055,142,198
2056,138,279
2057,156,264
2058,169,251
2059,135,276
2060,120,154
2061,139,253
2062,156,189
2063,152,209
2064,093,263
2065,142,255
2066,100,205
2067,129,199
2068,129,269
2069,118,272
2070,117,247
2071,180,202
2072,140,268
2073,139,226
2074,097,248
2075,123,258
2076,165,271
2077,139,265
2078,150,257
2079,134,252
2080,170,205
2081,174,267
2082,106,254
2083,095,212
2084,164,274
2085,150,291
2086,177,267
2087,133,278
2088,143,270
2089,152,219
2090,143,284
2091,116,256
2092,147,296
2093,165,267
2094,138,212
2095,143,280
2096,077,215
2097,128,273
2098,148,266
2099,183,283
2100,142,266
