year,firstday,lastday
2015,100,194
2016,171,250
2017,155,241
2018,178,225
2019,189,201
2020,191,260
2021,174,229
2022,205,248
2023,202,267
2024,185,215
2025,182,245
2026,168,218
2027,187,196
2028,088,233
2029,211,261
2030,181,249
2031,179,245
2032,166,177
2033,182,231
2034,188,234
2035,197,251
2036,145,232
2037,158,242
2038,178,240
2039,174,237
2040,221,254
2041,151,233
2042,195,240
2043,130,235
2044,176,258
2045,180,249
2046,111,120
2047,167,236
2048,202,225
2049,179,240
2050,175,263
2051,178,246
2052,081,240
2053,202,234
2054,189,237
2055,194,241
2056,187,239
2057,179,228
2058,139,224
2059,190,198
2060,200,265
2061,182,259
2062,175,269
2063,False,False
2064,162,234
2065,172,237
2066,180,220
2067,159,260
2068,False,False
2069,198,253
2070,126,253
2071,182,193
2072,128,245
2073,176,240
2074,187,210
2075,179,246
2076,238,253
2077,190,239
2078,162,241
2079,172,242
2080,163,244
2081,184,230
2082,174,235
2083,165,220
2084,228,238
2085,205,241
2086,170,242
2087,171,239
2088,156,236
2089,215,268
2090,227,252
2091,180,221
2092,263,274
2093,154,240
2094,204,246
2095,158,186
2096,185,238
2097,165,255
2098,172,235
2099,178,262
2100,172,245
