year,firstday,lastday
2015,127,276
2016,138,239
2017,103,203
2018,114,182
2019,207,267
2020,002,255
2021,162,241
2022,False,False
2023,120,243
2024,187,253
2025,115,229
2026,138,252
2027,133,203
2028,138,193
2029,123,227
2030,173,254
2031,207,249
2032,158,218
2033,125,241
2034,117,163
2035,168,242
2036,174,208
2037,113,253
2038,201,237
2039,120,242
2040,194,243
2041,096,224
2042,117,257
2043,189,260
2044,157,173
2045,162,235
2046,182,265
2047,123,186
2048,173,255
2049,201,253
2050,236,260
2051,134,296
2052,098,175
2053,215,232
2054,179,211
2055,144,258
2056,195,260
2057,190,269
2058,130,211
2059,109,265
2060,186,241
2061,111,263
2062,243,252
2063,204,256
2064,145,274
2065,173,263
2066,139,270
2067,121,224
2068,False,False
2069,175,256
2070,172,255
2071,176,235
2072,173,264
2073,146,257
2074,128,208
2075,144,265
2076,126,247
2077,200,267
2078,176,250
2079,130,251
2080,216,257
2081,212,227
2082,False,False
2083,144,252
2084,122,226
2085,139,207
2086,181,199
2087,144,242
2088,False,False
2089,140,226
2090,143,261
2091,128,219
2092,181,228
2093,168,258
2094,139,249
2095,112,248
2096,124,249
2097,200,208
2098,146,268
2099,183,236
2100,218,230
