year,firstday,lastday
2015,096,245
2016,134,249
2017,134,250
2018,157,242
2019,158,231
2020,162,238
2021,159,243
2022,160,299
2023,162,211
2024,157,210
2025,161,167
2026,158,243
2027,132,230
2028,140,201
2029,169,329
2030,153,222
2031,139,230
2032,133,248
2033,179,227
2034,143,230
2035,107,244
2036,136,238
2037,120,234
2038,168,228
2039,106,219
2040,148,234
2041,152,222
2042,158,262
2043,164,244
2044,151,205
2045,173,256
2046,134,321
2047,151,222
2048,168,249
2049,152,272
2050,170,210
2051,194,259
2052,171,248
2053,160,260
2054,134,319
2055,154,306
2056,137,242
2057,104,248
2058,119,244
2059,125,261
2060,159,274
2061,186,231
2062,131,244
2063,160,304
2064,183,239
2065,169,232
2066,187,268
2067,108,245
2068,115,241
2069,138,236
2070,187,271
2071,094,239
2072,164,234
2073,153,248
2074,165,275
2075,139,223
2076,184,199
2077,144,258
2078,130,282
2079,142,243
2080,115,274
2081,147,267
2082,165,257
2083,134,324
2084,181,288
2085,147,264
2086,115,242
2087,179,223
2088,214,301
2089,143,229
2090,155,217
2091,116,264
2092,143,241
2093,153,245
2094,125,330
2095,129,316
2096,121,239
2097,162,240
2098,139,362
2099,132,247
2100,169,256
