year,firstday,lastday
2015,172,267
2016,False,False
2017,242,247
2018,196,203
2019,157,275
2020,222,227
2021,210,217
2022,219,224
2023,173,214
2024,False,False
2025,213,221
2026,265,277
2027,178,198
2028,188,248
2029,206,237
2030,179,188
2031,171,205
2032,194,235
2033,172,238
2034,101,234
2035,198,240
2036,201,258
2037,177,185
2038,192,218
2039,161,237
2040,216,224
2041,215,223
2042,220,235
2043,195,243
2044,184,260
2045,219,225
2046,155,246
2047,False,False
2048,175,196
2049,178,254
2050,162,218
2051,False,False
2052,161,289
2053,074,275
2054,154,201
2055,165,235
2056,221,226
2057,177,266
2058,200,274
2059,183,199
2060,184,230
2061,164,235
2062,172,196
2063,163,273
2064,175,180
2065,152,241
2066,163,284
2067,160,218
2068,153,177
2069,207,246
2070,180,261
2071,159,228
2072,190,212
2073,False,False
2074,185,247
2075,155,240
2076,151,232
2077,160,233
2078,159,164
2079,155,229
2080,False,False
2081,False,False
2082,169,260
2083,165,257
2084,False,False
2085,152,275
2086,235,240
2087,152,181
2088,166,264
2089,186,230
2090,164,256
2091,172,204
2092,155,267
2093,157,248
2094,171,199
2095,188,264
2096,False,False
2097,191,204
2098,165,247
2099,False,False
2100,169,221
