year,firstday,lastday
2015,154,228
2016,187,240
2017,087,243
2018,189,237
2019,134,255
2020,188,347
2021,178,235
2022,198,227
2023,111,231
2024,134,239
2025,136,275
2026,159,247
2027,181,251
2028,134,248
2029,169,210
2030,176,266
2031,171,247
2032,187,229
2033,142,226
2034,164,259
2035,182,232
2036,188,237
2037,082,238
2038,134,244
2039,160,239
2040,219,225
2041,182,232
2042,167,349
2043,174,203
2044,137,220
2045,151,227
2046,155,248
2047,161,233
2048,162,231
2049,150,240
2050,180,212
2051,156,278
2052,165,289
2053,148,231
2054,140,214
2055,155,264
2056,182,201
2057,177,246
2058,174,277
2059,136,251
2060,194,239
2061,167,243
2062,181,224
2063,125,214
2064,151,177
2065,150,212
2066,144,247
2067,162,256
2068,096,177
2069,170,229
2070,138,342
2071,163,237
2072,174,211
2073,128,198
2074,167,280
2075,151,264
2076,126,218
2077,124,249
2078,145,262
2079,123,209
2080,180,191
2081,160,236
2082,140,209
2083,165,280
2084,145,241
2085,132,229
2086,174,215
2087,144,257
2088,168,229
2089,148,220
2090,164,248
2091,149,229
2092,136,258
2093,177,205
2094,170,248
2095,160,208
2096,182,253
2097,149,189
2098,153,169
2099,171,230
2100,120,259
