year,firstday,lastday
2015,126,274
2016,108,275
2017,092,269
2018,113,240
2019,100,259
2020,133,258
2021,124,277
2022,146,262
2023,112,247
2024,118,254
2025,096,252
2026,137,263
2027,119,229
2028,136,265
2029,122,276
2030,128,354
2031,091,255
2032,136,256
2033,122,261
2034,091,272
2035,107,238
2036,131,208
2037,112,266
2038,135,235
2039,118,269
2040,180,261
2041,096,263
2042,121,274
2043,101,260
2044,091,253
2045,161,259
2046,116,265
2047,110,260
2048,154,258
2049,089,270
2050,120,260
2051,134,258
2052,096,241
2053,125,251
2054,137,248
2055,122,263
2056,137,272
2057,182,268
2058,123,237
2059,110,270
2060,175,260
2061,121,263
2062,124,272
2063,114,239
2064,133,275
2065,138,280
2066,116,271
2067,121,276
2068,139,261
2069,135,274
2070,174,270
2071,092,260
2072,099,271
2073,144,256
2074,126,242
2075,104,262
2076,090,311
2077,120,278
2078,132,268
2079,117,250
2080,132,264
2081,127,262
2082,127,252
2083,087,250
2084,132,245
2085,107,261
2086,123,261
2087,142,269
2088,094,245
2089,121,259
2090,091,260
2091,130,261
2092,181,324
2093,102,258
2094,131,253
2095,125,248
2096,124,265
2097,148,261
2098,107,260
2099,170,272
2100,167,268
