year,firstday,lastday
2015,169,199
2016,161,226
2017,151,248
2018,163,270
2019,075,188
2020,160,244
2021,178,186
2022,188,232
2023,195,240
2024,170,228
2025,243,258
2026,178,218
2027,175,262
2028,171,200
2029,179,208
2030,175,218
2031,136,204
2032,238,264
2033,216,244
2034,161,249
2035,169,211
2036,False,False
2037,193,250
2038,143,251
2039,False,False
2040,164,231
2041,106,231
2042,200,254
2043,164,266
2044,266,272
2045,145,196
2046,230,236
2047,184,260
2048,197,202
2049,161,276
2050,172,222
2051,146,259
2052,222,250
2053,232,285
2054,195,200
2055,171,236
2056,212,265
2057,181,224
2058,131,252
2059,185,264
2060,133,277
2061,False,False
2062,164,207
2063,190,197
2064,False,False
2065,069,245
2066,191,259
2067,191,208
2068,170,270
2069,False,False
2070,191,272
2071,154,239
2072,190,200
2073,208,265
2074,252,257
2075,185,278
2076,163,210
2077,158,164
2078,170,273
2079,179,186
2080,190,214
2081,False,False
2082,217,279
2083,154,160
2084,167,265
2085,174,273
2086,247,254
2087,186,259
2088,181,267
2089,167,232
2090,219,239
2091,165,206
2092,173,272
2093,173,260
2094,220,229
2095,173,253
2096,186,292
2097,154,199
2098,165,199
2099,186,191
2100,207,237
