year,firstday,lastday
2015,098,282
2016,173,276
2017,149,279
2018,177,270
2019,158,284
2020,159,254
2021,156,262
2022,086,261
2023,165,265
2024,152,295
2025,161,262
2026,139,303
2027,143,273
2028,140,260
2029,168,313
2030,155,223
2031,149,260
2032,167,294
2033,176,282
2034,155,258
2035,128,263
2036,174,277
2037,158,268
2038,181,286
2039,154,273
2040,168,287
2041,152,302
2042,124,262
2043,176,287
2044,155,268
2045,179,271
2046,170,294
2047,182,269
2048,179,279
2049,174,293
2050,174,273
2051,175,263
2052,175,330
2053,159,264
2054,172,302
2055,182,273
2056,183,273
2057,179,275
2058,182,285
2059,164,274
2060,166,274
2061,132,267
2062,178,259
2063,160,273
2064,181,272
2065,169,262
2066,181,276
2067,043,259
2068,119,268
2069,145,330
2070,182,272
2071,095,278
2072,188,287
2073,180,265
2074,154,266
2075,150,249
2076,183,317
2077,163,266
2078,173,257
2079,015,267
2080,115,265
2081,161,318
2082,161,296
2083,182,275
2084,153,335
2085,152,298
2086,152,311
2087,169,267
2088,150,302
2089,176,266
2090,133,269
2091,128,301
2092,148,264
2093,149,264
2094,175,263
2095,128,316
2096,147,265
2097,182,296
2098,182,363
2099,153,266
2100,164,312
