year,firstday,lastday
2015,167,261
2016,139,241
2017,172,254
2018,181,262
2019,091,256
2020,182,244
2021,178,230
2022,182,243
2023,158,273
2024,184,239
2025,188,258
2026,178,274
2027,132,251
2028,172,248
2029,186,230
2030,176,243
2031,166,239
2032,187,240
2033,160,239
2034,166,246
2035,187,241
2036,190,233
2037,174,245
2038,139,276
2039,161,252
2040,195,263
2041,174,236
2042,165,246
2043,174,254
2044,142,260
2045,204,243
2046,155,244
2047,183,244
2048,175,236
2049,151,252
2050,184,247
2051,194,239
2052,142,253
2053,155,234
2054,174,233
2055,156,264
2056,133,240
2057,180,265
2058,161,254
2059,161,231
2060,134,247
2061,147,241
2062,130,265
2063,155,247
2064,146,234
2065,155,249
2066,154,243
2067,161,255
2068,166,247
2069,159,239
2070,179,276
2071,159,245
2072,173,227
2073,128,239
2074,167,274
2075,155,267
2076,121,255
2077,145,248
2078,146,251
2079,131,263
2080,178,239
2081,187,247
2082,170,264
2083,168,252
2084,158,272
2085,152,276
2086,170,256
2087,116,243
2088,156,265
2089,172,259
2090,158,272
2091,157,272
2092,137,253
2093,155,260
2094,171,257
2095,153,263
2096,163,226
2097,159,258
2098,155,250
2099,143,268
2100,171,239
