year,firstday,lastday
2015,172,244
2016,128,241
2017,132,241
2018,157,272
2019,179,354
2020,138,262
2021,181,226
2022,139,252
2023,137,232
2024,140,245
2025,180,354
2026,103,229
2027,178,224
2028,169,260
2029,152,275
2030,145,243
2031,142,354
2032,157,253
2033,119,239
2034,151,242
2035,141,277
2036,False,False
2037,155,245
2038,084,210
2039,169,240
2040,135,242
2041,147,256
2042,158,263
2043,121,241
2044,183,257
2045,186,242
2046,216,261
2047,135,255
2048,165,268
2049,119,257
2050,135,265
2051,137,258
2052,134,235
2053,134,265
2054,120,226
2055,097,269
2056,138,261
2057,141,259
2058,126,251
2059,139,244
2060,133,238
2061,144,239
2062,144,348
2063,102,232
2064,182,258
2065,114,234
2066,183,279
2067,143,267
2068,132,245
2069,148,256
2070,190,232
2071,131,265
2072,142,238
2073,201,270
2074,124,260
2075,173,261
2076,126,240
2077,128,236
2078,147,255
2079,122,360
2080,139,232
2081,135,274
2082,144,257
2083,121,262
2084,168,269
2085,142,231
2086,178,254
2087,132,265
2088,144,344
2089,083,362
2090,153,255
2091,163,263
2092,152,251
2093,124,253
2094,172,263
2095,142,258
2096,125,241
2097,122,260
2098,126,261
2099,133,260
2100,124,275
