year,firstday,lastday
2015,184,278
2016,117,272
2017,168,227
2018,179,244
2019,False,False
2020,165,211
2021,172,213
2022,192,246
2023,200,292
2024,245,251
2025,127,245
2026,180,207
2027,162,193
2028,161,196
2029,131,323
2030,False,False
2031,206,270
2032,181,248
2033,186,232
2034,139,266
2035,175,204
2036,162,257
2037,189,217
2038,181,200
2039,173,197
2040,142,260
2041,245,250
2042,149,227
2043,178,259
2044,176,249
2045,205,252
2046,207,273
2047,191,274
2048,195,250
2049,150,266
2050,180,264
2051,177,292
2052,174,249
2053,191,260
2054,199,265
2055,160,185
2056,174,204
2057,165,255
2058,167,200
2059,174,254
2060,115,125
2061,171,268
2062,184,241
2063,167,208
2064,218,223
2065,147,244
2066,152,228
2067,169,341
2068,142,281
2069,147,278
2070,023,235
2071,181,229
2072,163,294
2073,215,223
2074,189,274
2075,164,222
2076,187,279
2077,169,217
2078,154,199
2079,138,303
2080,168,258
2081,196,219
2082,148,198
2083,132,248
2084,169,300
2085,282,292
2086,180,273
2087,160,291
2088,172,205
2089,167,215
2090,168,295
2091,266,276
2092,173,300
2093,153,231
2094,158,200
2095,172,259
2096,177,203
2097,161,263
2098,160,195
2099,174,225
2100,149,205
