year,firstday,lastday
2015,120,256
2016,120,264
2017,097,235
2018,118,239
2019,116,256
2020,063,279
2021,100,356
2022,142,251
2023,118,253
2024,146,237
2025,095,248
2026,091,224
2027,149,284
2028,160,252
2029,118,266
2030,105,235
2031,105,238
2032,140,366
2033,153,243
2034,138,241
2035,097,234
2036,127,239
2037,108,244
2038,168,243
2039,134,245
2040,102,366
2041,120,244
2042,136,272
2043,103,353
2044,122,264
2045,131,252
2046,117,259
2047,139,272
2048,126,252
2049,111,285
2050,149,250
2051,128,267
2052,171,256
2053,084,273
2054,104,262
2055,124,247
2056,123,353
2057,156,264
2058,161,251
2059,135,276
2060,112,188
2061,126,357
2062,144,261
2063,152,270
2064,093,263
2065,142,255
2066,100,253
2067,129,258
2068,105,283
2069,108,272
2070,108,258
2071,110,350
2072,140,278
2073,139,255
2074,097,248
2075,123,353
2076,110,271
2077,076,265
2078,150,257
2079,134,347
2080,156,279
2081,174,267
2082,106,254
2083,068,258
2084,104,274
2085,150,291
2086,168,284
2087,094,305
2088,126,270
2089,100,219
2090,143,284
2091,090,279
2092,101,296
2093,130,267
2094,130,299
2095,114,280
2096,077,254
2097,115,273
2098,113,266
2099,141,283
2100,130,266
