year,firstday,lastday
2015,112,219
2016,107,288
2017,099,281
2018,141,264
2019,129,275
2020,107,218
2021,120,234
2022,107,266
2023,121,272
2024,103,214
2025,104,242
2026,113,234
2027,122,282
2028,110,270
2029,110,263
2030,128,278
2031,112,275
2032,008,280
2033,138,291
2034,103,314
2035,107,243
2036,131,329
2037,113,281
2038,116,278
2039,116,228
2040,118,198
2041,121,200
2042,111,284
2043,125,333
2044,128,336
2045,135,246
2046,123,243
2047,098,271
2048,128,262
2049,120,282
2050,140,281
2051,118,281
2052,124,251
2053,132,333
2054,121,242
2055,121,272
2056,123,267
2057,123,271
2058,139,261
2059,124,266
2060,133,269
2061,119,290
2062,117,276
2063,121,288
2064,109,271
2065,133,283
2066,005,276
2067,139,263
2068,150,288
2069,130,306
2070,013,301
2071,131,260
2072,134,272
2073,123,250
2074,120,268
2075,126,225
2076,125,265
2077,139,276
2078,124,293
2079,110,248
2080,116,266
2081,130,268
2082,123,268
2083,110,267
2084,125,288
2085,112,287
2086,139,306
2087,145,270
2088,127,323
2089,109,281
2090,122,267
2091,108,295
2092,134,333
2093,098,280
2094,134,282
2095,125,267
2096,124,286
2097,094,251
2098,097,278
2099,105,299
2100,130,295
