year,firstday,lastday
2015,171,273
2016,164,273
2017,137,249
2018,175,248
2019,046,245
2020,171,261
2021,125,258
2022,175,261
2023,171,261
2024,134,279
2025,169,290
2026,165,249
2027,133,345
2028,171,274
2029,139,263
2030,153,260
2031,174,266
2032,124,343
2033,142,272
2034,146,266
2035,121,273
2036,161,265
2037,120,323
2038,136,254
2039,136,231
2040,185,270
2041,143,254
2042,124,266
2043,162,333
2044,133,273
2045,136,252
2046,146,277
2047,168,282
2048,043,274
2049,121,310
2050,135,365
2051,138,260
2052,125,347
2053,179,333
2054,132,282
2055,132,280
2056,140,276
2057,134,267
2058,162,274
2059,167,268
2060,180,288
2061,141,271
2062,146,272
2063,124,289
2064,153,314
2065,128,274
2066,153,335
2067,162,331
2068,151,277
2069,091,296
2070,156,294
2071,165,259
2072,141,300
2073,129,289
2074,120,271
2075,125,289
2076,147,267
2077,128,279
2078,123,278
2079,144,287
2080,133,293
2081,157,250
2082,135,276
2083,134,302
2084,145,304
2085,118,277
2086,139,292
2087,121,283
2088,062,281
2089,047,314
2090,126,294
2091,120,286
2092,146,275
2093,122,303
2094,135,263
2095,160,292
2096,130,297
2097,134,293
2098,131,284
2099,125,292
2100,052,263
