year,firstday,lastday
2015,161,240
2016,181,229
2017,176,183
2018,191,210
2019,183,190
2020,184,189
2021,229,240
2022,181,263
2023,182,246
2024,191,203
2025,False,False
2026,248,253
2027,173,197
2028,202,238
2029,178,264
2030,198,265
2031,190,200
2032,185,194
2033,316,321
2034,False,False
2035,187,254
2036,215,226
2037,167,238
2038,168,286
2039,245,252
2040,False,False
2041,131,197
2042,229,235
2043,227,255
2044,218,253
2045,165,170
2046,165,222
2047,145,222
2048,188,290
2049,135,220
2050,147,219
2051,217,240
2052,199,269
2053,136,263
2054,182,307
2055,195,200
2056,193,200
2057,267,273
2058,195,206
2059,231,260
2060,False,False
2061,180,256
2062,178,200
2063,185,264
2064,167,315
2065,153,219
2066,180,203
2067,209,216
2068,180,196
2069,False,False
2070,171,226
2071,160,254
2072,172,194
2073,151,233
2074,217,224
2075,188,193
2076,184,195
2077,False,False
2078,167,227
2079,False,False
2080,186,219
2081,200,211
2082,190,196
2083,183,257
2084,132,229
2085,184,260
2086,149,264
2087,190,203
2088,193,240
2089,203,209
2090,194,199
2091,182,271
2092,False,False
2093,037,249
2094,152,257
2095,182,206
2096,218,319
2097,216,221
2098,186,319
2099,183,261
2100,182,323
