year,firstday,lastday
2015,152,246
2016,118,346
2017,123,244
2018,117,282
2019,153,299
2020,121,284
2021,150,240
2022,130,261
2023,125,279
2024,139,219
2025,119,279
2026,115,283
2027,116,243
2028,147,239
2029,109,238
2030,103,275
2031,127,243
2032,112,286
2033,120,243
2034,127,267
2035,120,240
2036,121,242
2037,117,358
2038,147,253
2039,138,268
2040,149,245
2041,145,257
2042,141,238
2043,121,243
2044,105,270
2045,150,281
2046,147,243
2047,134,239
2048,141,230
2049,160,289
2050,091,278
2051,113,342
2052,117,238
2053,152,279
2054,096,288
2055,049,243
2056,093,233
2057,150,228
2058,097,267
2059,111,198
2060,148,216
2061,140,234
2062,090,242
2063,150,356
2064,136,224
2065,129,287
2066,136,248
2067,149,282
2068,022,195
2069,098,287
2070,136,246
2071,105,279
2072,129,237
2073,141,267
2074,144,274
2075,094,273
2076,092,349
2077,121,270
2078,135,308
2079,121,271
2080,109,295
2081,131,258
2082,110,284
2083,103,278
2084,126,349
2085,139,294
2086,127,261
2087,117,278
2088,138,361
2089,114,279
2090,122,271
2091,127,258
2092,136,308
2093,095,287
2094,122,353
2095,127,273
2096,026,284
2097,103,271
2098,110,280
2099,145,285
2100,102,284
