year,firstday,lastday
2015,094,249
2016,087,222
2017,114,257
2018,156,263
2019,179,364
2020,083,231
2021,126,247
2022,176,225
2023,181,194
2024,106,279
2025,178,211
2026,143,264
2027,183,239
2028,169,213
2029,230,272
2030,168,217
2031,169,208
2032,181,262
2033,168,221
2034,090,260
2035,177,243
2036,149,326
2037,115,253
2038,161,267
2039,184,235
2040,121,261
2041,105,262
2042,122,252
2043,148,270
2044,164,260
2045,141,240
2046,102,207
2047,166,233
2048,112,268
2049,197,260
2050,160,245
2051,181,276
2052,167,285
2053,180,256
2054,194,271
2055,142,248
2056,210,237
2057,192,263
2058,172,244
2059,181,266
2060,118,273
2061,193,281
2062,170,280
2063,176,187
2064,117,253
2065,177,239
2066,186,270
2067,174,277
2068,254,260
2069,184,266
2070,186,200
2071,116,284
2072,128,215
2073,173,241
2074,179,216
2075,186,261
2076,176,267
2077,179,238
2078,170,276
2079,171,216
2080,149,279
2081,111,254
2082,127,233
2083,161,263
2084,201,268
2085,137,259
2086,146,360
2087,157,267
2088,135,243
2089,071,304
2090,065,229
2091,176,254
2092,121,231
2093,149,249
2094,189,240
2095,154,268
2096,192,258
2097,165,198
2098,151,270
2099,124,265
2100,158,241
