year,firstday,lastday
2015,100,243
2016,171,250
2017,105,241
2018,178,255
2019,090,254
2020,161,260
2021,174,229
2022,176,260
2023,202,267
2024,185,246
2025,182,245
2026,168,218
2027,154,238
2028,088,256
2029,211,261
2030,181,249
2031,164,245
2032,166,243
2033,182,231
2034,188,247
2035,189,251
2036,145,322
2037,158,242
2038,178,240
2039,174,237
2040,022,254
2041,088,277
2042,184,260
2043,130,235
2044,176,258
2045,142,249
2046,028,216
2047,167,253
2048,177,251
2049,179,240
2050,166,263
2051,115,271
2052,081,240
2053,191,249
2054,177,260
2055,185,241
2056,187,269
2057,179,236
2058,112,270
2059,117,245
2060,200,265
2061,182,259
2062,057,269
2063,177,268
2064,101,244
2065,096,253
2066,180,236
2067,159,260
2068,178,268
2069,108,253
2070,126,260
2071,182,260
2072,128,245
2073,157,240
2074,187,261
2075,158,246
2076,194,253
2077,190,251
2078,162,241
2079,172,253
2080,155,251
2081,008,240
2082,101,278
2083,158,220
2084,203,249
2085,140,260
2086,170,242
2087,130,239
2088,156,236
2089,040,300
2090,062,252
2091,156,284
2092,104,274
2093,154,251
2094,204,259
2095,081,228
2096,091,263
2097,078,255
2098,172,235
2099,178,262
2100,158,245
