year,firstday,lastday
2015,137,227
2016,114,252
2017,152,252
2018,117,239
2019,200,251
2020,039,281
2021,137,247
2022,114,245
2023,157,253
2024,166,240
2025,125,249
2026,165,259
2027,059,249
2028,158,243
2029,196,245
2030,178,225
2031,141,294
2032,154,256
2033,134,230
2034,121,266
2035,048,236
2036,161,257
2037,104,241
2038,108,244
2039,176,246
2040,121,260
2041,093,251
2042,147,241
2043,162,234
2044,171,249
2045,148,240
2046,174,290
2047,176,274
2048,166,249
2049,142,228
2050,184,247
2051,067,271
2052,173,248
2053,172,251
2054,148,266
2055,103,260
2056,174,249
2057,102,243
2058,139,256
2059,098,250
2060,119,236
2061,141,362
2062,161,269
2063,165,253
2064,094,246
2065,145,259
2066,150,257
2067,171,339
2068,103,236
2069,118,243
2070,123,252
2071,172,249
2072,159,266
2073,101,248
2074,149,273
2075,127,267
2076,171,271
2077,165,267
2078,155,264
2079,093,301
2080,179,263
2081,166,268
2082,107,236
2083,129,250
2084,168,280
2085,154,290
2086,118,268
2087,160,267
2088,127,268
2089,104,284
2090,160,277
2091,126,253
2092,098,270
2093,130,279
2094,156,260
2095,138,279
2096,122,263
2097,131,263
2098,069,251
2099,155,290
2100,109,261
