year,firstday,lastday
2015,142,300
2016,139,245
2017,134,259
2018,169,287
2019,172,235
2020,163,266
2021,146,311
2022,143,243
2023,161,243
2024,156,246
2025,130,322
2026,125,202
2027,155,232
2028,153,266
2029,136,241
2030,101,243
2031,123,235
2032,173,322
2033,134,243
2034,142,233
2035,142,243
2036,125,236
2037,148,268
2038,155,270
2039,155,224
2040,126,237
2041,137,219
2042,168,223
2043,130,232
2044,161,213
2045,155,213
2046,151,283
2047,139,237
2048,172,213
2049,188,222
2050,123,232
2051,109,253
2052,162,232
2053,177,303
2054,134,225
2055,112,238
2056,094,296
2057,151,219
2058,129,196
2059,135,233
2060,161,238
2061,166,297
2062,090,202
2063,092,217
2064,134,241
2065,137,234
2066,133,289
2067,167,198
2068,126,234
2069,123,266
2070,182,241
2071,130,274
2072,145,317
2073,142,249
2074,136,249
2075,148,272
2076,131,321
2077,113,333
2078,187,295
2079,136,244
2080,131,262
2081,131,247
2082,140,252
2083,158,267
2084,170,236
2085,134,242
2086,157,262
2087,120,252
2088,140,275
2089,152,236
2090,187,254
2091,168,273
2092,151,260
2093,121,297
2094,169,273
2095,129,261
2096,130,259
2097,147,253
2098,153,250
2099,096,315
2100,103,282
