year,firstday,lastday
2015,177,202
2016,137,208
2017,182,187
2018,311,316
2019,208,257
2020,179,230
2021,169,268
2022,145,212
2023,089,216
2024,140,248
2025,099,189
2026,085,334
2027,148,180
2028,140,263
2029,133,249
2030,179,234
2031,185,250
2032,175,187
2033,127,356
2034,112,265
2035,172,220
2036,180,262
2037,167,266
2038,175,197
2039,120,245
2040,183,223
2041,156,253
2042,168,174
2043,192,259
2044,192,323
2045,162,258
2046,102,249
2047,127,251
2048,147,222
2049,180,210
2050,233,242
2051,179,184
2052,098,192
2053,177,222
2054,144,173
2055,216,222
2056,153,227
2057,193,268
2058,077,226
2059,127,222
2060,179,257
2061,121,239
2062,189,238
2063,236,243
2064,140,272
2065,187,280
2066,171,226
2067,206,232
2068,138,248
2069,178,277
2070,143,229
2071,144,219
2072,207,240
2073,150,187
2074,192,243
2075,165,262
2076,182,311
2077,182,189
2078,182,250
2079,125,223
2080,144,245
2081,182,228
2082,158,198
2083,087,178
2084,101,245
2085,107,207
2086,125,257
2087,153,268
2088,184,237
2089,158,260
2090,146,240
2091,139,191
2092,182,272
2093,103,244
2094,175,211
2095,118,242
2096,182,254
2097,153,239
2098,107,271
2099,191,271
2100,179,275
