year,firstday,lastday
2015,160,241
2016,162,239
2017,097,237
2018,181,209
2019,157,237
2020,171,222
2021,121,212
2022,163,234
2023,170,248
2024,160,225
2025,134,225
2026,121,239
2027,163,239
2028,169,230
2029,006,012
2030,167,222
2031,110,265
2032,123,236
2033,135,221
2034,134,314
2035,128,232
2036,161,328
2037,151,215
2038,124,276
2039,170,247
2040,122,236
2041,121,246
2042,122,235
2043,163,333
2044,148,264
2045,144,246
2046,123,250
2047,097,235
2048,128,264
2049,116,241
2050,160,227
2051,132,219
2052,131,207
2053,180,333
2054,117,218
2055,136,302
2056,125,227
2057,120,347
2058,138,199
2059,175,281
2060,136,271
2061,120,246
2062,139,233
2063,135,269
2064,110,238
2065,141,242
2066,155,227
2067,138,311
2068,150,233
2069,143,243
2070,113,242
2071,178,233
2072,103,310
2073,137,291
2074,126,269
2075,128,280
2076,147,253
2077,171,277
2078,101,305
2079,132,227
2080,133,248
2081,185,266
2082,137,271
2083,129,227
2084,208,231
2085,121,295
2086,139,307
2087,145,275
2088,189,303
2089,142,249
2090,194,291
2091,156,295
2092,147,302
2093,122,298
2094,151,280
2095,164,245
2096,132,298
2097,094,241
2098,097,223
2099,167,266
2100,191,304
