year,firstday,lastday
2015,167,266
2016,139,252
2017,171,210
2018,192,263
2019,189,234
2020,114,256
2021,150,205
2022,226,251
2023,166,282
2024,180,223
2025,190,243
2026,174,270
2027,182,254
2028,133,227
2029,150,201
2030,176,226
2031,132,239
2032,157,235
2033,190,211
2034,100,246
2035,195,216
2036,210,258
2037,113,260
2038,168,262
2039,161,215
2040,157,264
2041,197,267
2042,203,256
2043,177,243
2044,176,260
2045,203,209
2046,164,250
2047,148,248
2048,173,242
2049,180,245
2050,152,259
2051,217,249
2052,141,258
2053,155,265
2054,122,245
2055,163,265
2056,166,204
2057,158,258
2058,172,231
2059,054,200
2060,178,231
2061,149,240
2062,130,228
2063,155,256
2064,173,181
2065,159,213
2066,163,268
2067,162,248
2068,162,225
2069,158,202
2070,172,277
2071,163,245
2072,169,191
2073,168,242
2074,178,245
2075,034,268
2076,142,255
2077,159,232
2078,152,212
2079,162,246
2080,182,207
2081,168,253
2082,172,267
2083,169,271
2084,192,246
2085,132,245
2086,167,254
2087,159,248
2088,168,237
2089,154,271
2090,158,264
2091,181,222
2092,137,249
2093,002,248
2094,155,256
2095,182,219
2096,160,244
2097,159,259
2098,156,261
2099,143,258
2100,169,269
