year,firstday,lastday
2015,121,350
2016,117,267
2017,153,234
2018,118,236
2019,163,256
2020,164,280
2021,137,246
2022,112,244
2023,128,250
2024,145,239
2025,130,236
2026,166,252
2027,122,257
2028,091,241
2029,138,322
2030,139,211
2031,125,271
2032,154,256
2033,156,253
2034,118,271
2035,091,234
2036,044,252
2037,117,270
2038,117,262
2039,197,248
2040,105,261
2041,182,264
2042,140,241
2043,165,262
2044,128,267
2045,148,250
2046,168,274
2047,137,275
2048,165,250
2049,140,214
2050,191,248
2051,019,272
2052,073,242
2053,171,268
2054,133,268
2055,081,250
2056,186,255
2057,144,209
2058,142,254
2059,099,250
2060,115,250
2061,141,362
2062,146,262
2063,155,254
2064,089,246
2065,142,259
2066,104,256
2067,150,339
2068,131,245
2069,159,276
2070,023,252
2071,171,254
2072,159,278
2073,140,265
2074,149,246
2075,127,267
2076,197,270
2077,146,267
2078,090,264
2079,091,302
2080,117,262
2081,166,269
2082,107,236
2083,123,365
2084,142,280
2085,132,288
2086,117,266
2087,160,266
2088,126,246
2089,104,283
2090,159,284
2091,124,262
2092,098,270
2093,129,269
2094,133,260
2095,137,279
2096,115,256
2097,150,265
2098,127,257
2099,143,290
2100,109,261
