year,firstday,lastday
2015,097,286
2016,132,272
2017,134,267
2018,152,258
2019,130,256
2020,122,263
2021,145,262
2022,144,301
2023,103,265
2024,128,242
2025,152,280
2026,141,311
2027,113,331
2028,138,215
2029,111,313
2030,137,212
2031,149,263
2032,110,269
2033,002,277
2034,140,236
2035,108,232
2036,148,250
2037,120,333
2038,138,288
2039,107,287
2040,118,271
2041,115,255
2042,154,261
2043,143,304
2044,101,242
2045,151,250
2046,113,322
2047,127,230
2048,099,271
2049,137,293
2050,145,290
2051,159,275
2052,033,276
2053,105,278
2054,096,236
2055,113,296
2056,093,265
2057,104,279
2058,113,269
2059,124,277
2060,155,313
2061,106,321
2062,103,242
2063,156,241
2064,096,273
2065,130,276
2066,105,281
2067,148,315
2068,115,257
2069,141,281
2070,163,270
2071,096,250
2072,124,336
2073,096,240
2074,112,260
2075,119,271
2076,152,301
2077,143,283
2078,119,313
2079,140,280
2080,113,280
2081,143,320
2082,116,244
2083,142,252
2084,157,246
2085,132,281
2086,146,279
2087,178,240
2088,141,277
2089,131,270
2090,126,270
2091,099,257
2092,144,239
2093,148,236
2094,125,330
2095,128,285
2096,133,289
2097,162,244
2098,125,275
2099,110,233
2100,109,252
