year,firstday,lastday
2015,166,229
2016,163,243
2017,114,356
2018,159,241
2019,164,239
2020,False,False
2021,192,242
2022,169,207
2023,119,209
2024,161,203
2025,101,241
2026,176,231
2027,182,219
2028,184,208
2029,087,243
2030,158,251
2031,124,225
2032,187,230
2033,134,245
2034,147,314
2035,126,245
2036,161,328
2037,122,241
2038,138,276
2039,130,248
2040,121,206
2041,172,218
2042,122,243
2043,203,334
2044,151,198
2045,137,248
2046,123,237
2047,161,214
2048,139,219
2049,116,233
2050,134,255
2051,135,197
2052,131,238
2053,174,202
2054,146,233
2055,120,235
2056,125,253
2057,120,243
2058,149,287
2059,129,218
2060,137,212
2061,139,225
2062,144,236
2063,135,237
2064,198,236
2065,173,212
2066,163,229
2067,157,247
2068,019,232
2069,153,223
2070,162,239
2071,178,241
2072,024,213
2073,141,146
2074,122,226
2075,125,287
2076,147,186
2077,False,False
2078,101,165
2079,194,291
2080,137,251
2081,031,038
2082,135,198
2083,130,142
2084,145,287
2085,092,288
2086,141,270
2087,147,227
2088,152,278
2089,142,182
2090,238,245
2091,143,150
2092,175,277
2093,156,300
2094,134,281
2095,161,167
2096,131,286
2097,133,180
2098,129,161
2099,291,296
2100,147,302
