year,firstday,lastday
2015,097,227
2016,164,242
2017,134,267
2018,177,249
2019,135,248
2020,197,224
2021,147,251
2022,170,288
2023,171,224
2024,128,242
2025,162,167
2026,177,230
2027,135,211
2028,164,226
2029,169,256
2030,154,246
2031,158,327
2032,178,250
2033,147,249
2034,163,233
2035,133,244
2036,175,240
2037,145,240
2038,190,254
2039,130,257
2040,166,233
2041,188,245
2042,144,262
2043,133,274
2044,144,249
2045,179,206
2046,172,225
2047,165,254
2048,196,235
2049,187,250
2050,187,223
2051,170,248
2052,171,269
2053,184,248
2054,189,271
2055,188,251
2056,233,269
2057,130,136
2058,235,252
2059,141,258
2060,179,230
2061,199,238
2062,178,244
2063,160,256
2064,181,241
2065,188,277
2066,196,268
2067,167,251
2068,115,250
2069,142,221
2070,126,244
2071,148,278
2072,175,245
2073,188,266
2074,135,275
2075,186,273
2076,181,279
2077,144,246
2078,135,256
2079,144,252
2080,114,245
2081,181,217
2082,183,275
2083,188,257
2084,229,289
2085,179,230
2086,147,264
2087,181,234
2088,223,244
2089,182,268
2090,126,259
2091,180,253
2092,186,254
2093,183,271
2094,215,330
2095,141,256
2096,134,219
2097,207,248
2098,193,222
2099,180,262
2100,179,266
