year,firstday,lastday
2015,097,247
2016,110,278
2017,114,266
2018,138,232
2019,121,253
2020,085,260
2021,099,356
2022,094,285
2023,169,266
2024,103,267
2025,172,256
2026,092,270
2027,151,239
2028,089,242
2029,118,272
2030,107,264
2031,154,247
2032,078,261
2033,096,263
2034,137,359
2035,185,266
2036,147,355
2037,117,267
2038,148,267
2039,088,235
2040,121,266
2041,114,262
2042,106,355
2043,143,272
2044,112,260
2045,138,275
2046,128,235
2047,141,261
2048,164,263
2049,082,349
2050,135,244
2051,112,253
2052,081,286
2053,105,252
2054,129,361
2055,119,252
2056,133,258
2057,116,260
2058,134,277
2059,155,358
2060,116,277
2061,080,258
2062,111,280
2063,168,268
2064,117,338
2065,097,243
2066,128,268
2067,149,277
2068,128,355
2069,109,264
2070,122,254
2071,114,282
2072,120,255
2073,084,243
2074,179,357
2075,147,256
2076,137,264
2077,139,362
2078,095,277
2079,113,252
2080,002,245
2081,065,350
2082,124,253
2083,117,352
2084,176,267
2085,105,259
2086,115,358
2087,157,269
2088,130,265
2089,138,286
2090,145,266
2091,101,226
2092,119,241
2093,125,249
2094,120,362
2095,099,267
2096,116,263
2097,160,258
2098,132,273
2099,125,248
2100,087,246
