year,firstday,lastday
2015,137,201
2016,170,271
2017,175,194
2018,179,246
2019,130,218
2020,077,241
2021,138,247
2022,194,252
2023,162,245
2024,200,259
2025,157,250
2026,179,218
2027,166,285
2028,153,191
2029,186,204
2030,183,191
2031,191,267
2032,186,241
2033,185,230
2034,140,241
2035,168,253
2036,157,192
2037,189,238
2038,224,230
2039,153,215
2040,151,265
2041,199,228
2042,151,229
2043,161,259
2044,155,195
2045,148,255
2046,182,248
2047,160,166
2048,171,251
2049,147,250
2050,190,264
2051,167,230
2052,161,256
2053,150,265
2054,160,212
2055,103,185
2056,211,358
2057,160,232
2058,176,190
2059,172,204
2060,238,255
2061,157,363
2062,160,194
2063,171,238
2064,201,264
2065,186,257
2066,163,233
2067,158,273
2068,189,256
2069,095,268
2070,174,245
2071,161,236
2072,163,225
2073,150,259
2074,167,273
2075,167,197
2076,166,207
2077,169,247
2078,153,181
2079,137,224
2080,174,249
2081,177,270
2082,167,249
2083,194,251
2084,174,262
2085,165,171
2086,118,257
2087,160,276
2088,165,267
2089,156,232
2090,161,271
2091,121,212
2092,168,269
2093,152,228
2094,151,298
2095,171,230
2096,197,273
2097,140,266
2098,116,264
2099,191,286
2100,110,226
