year,firstday,lastday
2015,170,266
2016,230,236
2017,237,243
2018,190,224
2019,158,256
2020,114,226
2021,213,219
2022,218,236
2023,171,272
2024,178,233
2025,211,243
2026,160,265
2027,182,252
2028,173,249
2029,243,251
2030,182,231
2031,163,240
2032,195,238
2033,175,240
2034,100,243
2035,235,241
2036,False,False
2037,172,255
2038,211,261
2039,181,206
2040,157,264
2041,203,222
2042,165,245
2043,177,240
2044,183,242
2045,197,226
2046,172,243
2047,139,247
2048,174,249
2049,172,241
2050,168,246
2051,213,251
2052,168,280
2053,222,233
2054,155,264
2055,163,205
2056,166,268
2057,176,186
2058,174,274
2059,054,239
2060,185,231
2061,164,245
2062,186,228
2063,160,231
2064,146,179
2065,157,261
2066,161,248
2067,162,284
2068,168,210
2069,158,209
2070,179,279
2071,163,247
2072,173,197
2073,198,241
2074,178,245
2075,034,229
2076,156,226
2077,163,207
2078,170,212
2079,188,245
2080,177,192
2081,168,253
2082,172,265
2083,165,277
2084,251,257
2085,168,243
2086,174,242
2087,166,200
2088,False,False
2089,174,236
2090,162,277
2091,181,271
2092,163,257
2093,172,194
2094,175,264
2095,182,251
2096,180,244
2097,160,262
2098,163,262
2099,186,240
2100,183,257
