year,firstday,lastday
2015,167,261
2016,188,241
2017,172,246
2018,181,262
2019,182,256
2020,182,214
2021,178,230
2022,182,243
2023,158,273
2024,184,217
2025,188,246
2026,178,234
2027,132,244
2028,180,248
2029,186,230
2030,176,243
2031,166,239
2032,202,240
2033,160,239
2034,166,246
2035,187,241
2036,190,233
2037,174,184
2038,139,262
2039,180,252
2040,195,263
2041,184,236
2042,165,235
2043,174,254
2044,178,224
2045,204,243
2046,155,244
2047,183,244
2048,175,236
2049,151,245
2050,184,247
2051,201,224
2052,142,242
2053,155,234
2054,181,233
2055,156,264
2056,214,240
2057,180,265
2058,161,254
2059,161,231
2060,182,240
2061,147,241
2062,184,265
2063,155,247
2064,146,234
2065,155,237
2066,154,243
2067,161,255
2068,166,234
2069,159,231
2070,179,276
2071,159,245
2072,173,227
2073,128,231
2074,167,274
2075,155,267
2076,121,255
2077,158,248
2078,146,198
2079,155,263
2080,178,239
2081,187,247
2082,170,250
2083,168,235
2084,171,237
2085,164,276
2086,177,256
2087,116,243
2088,156,265
2089,172,252
2090,158,238
2091,157,272
2092,137,219
2093,162,194
2094,171,257
2095,153,247
2096,182,226
2097,159,258
2098,155,208
2099,143,268
2100,171,239
