year,firstday,lastday
2015,142,242
2016,169,245
2017,180,259
2018,169,287
2019,172,217
2020,163,201
2021,146,311
2022,143,243
2023,161,243
2024,163,246
2025,130,205
2026,159,202
2027,155,199
2028,153,266
2029,193,215
2030,101,243
2031,123,235
2032,182,229
2033,212,243
2034,200,233
2035,142,243
2036,125,236
2037,148,268
2038,155,194
2039,155,200
2040,177,237
2041,137,219
2042,168,223
2043,130,232
2044,168,206
2045,155,213
2046,151,215
2047,139,237
2048,197,213
2049,205,222
2050,123,232
2051,109,253
2052,162,232
2053,177,200
2054,134,225
2055,112,238
2056,160,296
2057,170,219
2058,129,196
2059,135,233
2060,161,238
2061,166,235
2062,090,183
2063,138,217
2064,134,241
2065,137,210
2066,133,236
2067,167,198
2068,126,220
2069,123,201
2070,182,241
2071,130,201
2072,145,243
2073,164,249
2074,147,249
2075,148,272
2076,131,321
2077,155,333
2078,187,244
2079,136,237
2080,163,248
2081,131,227
2082,148,252
2083,158,267
2084,179,236
2085,185,234
2086,191,262
2087,120,207
2088,140,207
2089,152,236
2090,187,222
2091,197,248
2092,151,260
2093,202,297
2094,178,273
2095,140,250
2096,130,196
2097,147,253
2098,153,222
2099,096,315
2100,103,282
