year,firstday,lastday
2015,112,219
2016,107,251
2017,099,281
2018,141,264
2019,129,275
2020,146,211
2021,120,206
2022,131,266
2023,121,272
2024,123,214
2025,122,209
2026,122,234
2027,122,282
2028,110,270
2029,110,263
2030,128,278
2031,112,275
2032,124,280
2033,138,291
2034,103,314
2035,107,243
2036,131,329
2037,113,281
2038,116,278
2039,116,228
2040,118,198
2041,121,200
2042,122,284
2043,137,245
2044,128,324
2045,135,246
2046,123,243
2047,122,271
2048,128,262
2049,120,275
2050,140,272
2051,136,281
2052,124,251
2053,132,248
2054,121,242
2055,121,272
2056,123,267
2057,136,271
2058,139,261
2059,124,266
2060,133,259
2061,119,290
2062,117,276
2063,121,268
2064,142,246
2065,133,227
2066,150,276
2067,139,263
2068,161,288
2069,130,258
2070,122,301
2071,131,260
2072,134,260
2073,123,250
2074,120,268
2075,126,225
2076,125,265
2077,139,267
2078,133,293
2079,110,248
2080,116,266
2081,165,248
2082,130,247
2083,110,267
2084,139,288
2085,112,265
2086,139,292
2087,145,270
2088,127,265
2089,109,281
2090,122,267
2091,119,275
2092,134,333
2093,122,265
2094,134,282
2095,142,267
2096,124,286
2097,094,251
2098,097,278
2099,105,299
2100,142,252
