year,firstday,lastday
2015,094,249
2016,155,210
2017,114,257
2018,156,263
2019,179,251
2020,149,231
2021,200,247
2022,202,225
2023,False,False
2024,106,249
2025,186,211
2026,143,264
2027,183,239
2028,169,189
2029,253,272
2030,168,217
2031,199,208
2032,181,187
2033,168,221
2034,139,182
2035,177,243
2036,149,326
2037,115,253
2038,161,267
2039,184,235
2040,121,261
2041,129,239
2042,170,197
2043,148,270
2044,164,195
2045,141,227
2046,102,207
2047,166,233
2048,188,250
2049,197,213
2050,160,223
2051,181,261
2052,167,285
2053,180,256
2054,194,271
2055,142,248
2056,210,217
2057,192,263
2058,172,244
2059,False,False
2060,118,273
2061,False,False
2062,199,206
2063,176,187
2064,117,253
2065,177,214
2066,194,239
2067,174,277
2068,254,260
2069,184,266
2070,186,200
2071,146,284
2072,187,215
2073,180,241
2074,179,216
2075,186,261
2076,250,267
2077,212,238
2078,191,276
2079,171,216
2080,182,279
2081,111,254
2082,220,233
2083,161,263
2084,231,268
2085,137,259
2086,197,360
2087,157,267
2088,147,232
2089,071,304
2090,065,229
2091,194,254
2092,159,214
2093,149,188
2094,189,240
2095,154,268
2096,192,211
2097,165,198
2098,151,270
2099,219,265
2100,158,241
