year,firstday,lastday
2015,173,215
2016,186,210
2017,212,220
2018,177,262
2019,191,199
2020,148,207
2021,145,194
2022,212,233
2023,False,False
2024,228,240
2025,186,199
2026,178,256
2027,262,269
2028,240,261
2029,183,272
2030,182,240
2031,182,208
2032,240,246
2033,201,234
2034,231,238
2035,206,244
2036,162,199
2037,158,197
2038,170,229
2039,185,191
2040,189,236
2041,184,193
2042,185,248
2043,181,262
2044,220,251
2045,173,226
2046,False,False
2047,167,237
2048,254,263
2049,183,253
2050,174,207
2051,185,228
2052,174,231
2053,False,False
2054,189,201
2055,235,241
2056,207,213
2057,185,246
2058,173,266
2059,False,False
2060,204,264
2061,192,198
2062,167,267
2063,216,237
2064,170,247
2065,174,204
2066,238,244
2067,171,182
2068,230,236
2069,239,270
2070,125,254
2071,False,False
2072,165,193
2073,178,207
2074,False,False
2075,194,253
2076,False,False
2077,217,239
2078,False,False
2079,175,228
2080,161,233
2081,198,234
2082,210,216
2083,167,239
2084,183,232
2085,252,259
2086,173,241
2087,175,188
2088,162,260
2089,070,286
2090,064,214
2091,194,200
2092,271,277
2093,False,False
2094,228,253
2095,179,256
2096,184,213
2097,185,255
2098,200,206
2099,182,267
2100,False,False
