year,firstday,lastday
2015,133,244
2016,130,205
2017,186,257
2018,124,246
2019,137,246
2020,175,264
2021,152,237
2022,148,279
2023,164,225
2024,122,227
2025,140,244
2026,155,274
2027,170,205
2028,128,208
2029,137,266
2030,220,241
2031,141,248
2032,157,361
2033,198,227
2034,147,245
2035,138,222
2036,127,233
2037,137,265
2038,164,243
2039,133,247
2040,095,240
2041,131,232
2042,146,256
2043,131,248
2044,116,206
2045,148,265
2046,124,250
2047,137,251
2048,138,291
2049,125,271
2050,159,219
2051,123,258
2052,149,168
2053,139,267
2054,123,246
2055,144,226
2056,170,199
2057,185,273
2058,185,281
2059,135,260
2060,124,245
2061,171,263
2062,120,256
2063,172,224
2064,139,236
2065,197,245
2066,144,255
2067,179,240
2068,172,217
2069,152,259
2070,169,255
2071,125,285
2072,114,267
2073,142,269
2074,126,248
2075,134,283
2076,126,260
2077,125,254
2078,145,216
2079,143,284
2080,181,246
2081,015,233
2082,142,258
2083,144,261
2084,122,246
2085,173,264
2086,139,264
2087,167,253
2088,177,201
2089,116,276
2090,150,261
2091,121,266
2092,132,366
2093,182,255
2094,158,257
2095,020,247
2096,207,275
2097,145,229
2098,079,268
2099,160,255
2100,117,266
