year,firstday,lastday
2015,168,240
2016,173,223
2017,182,256
2018,171,277
2019,183,242
2020,190,214
2021,184,238
2022,156,247
2023,158,233
2024,177,263
2025,222,228
2026,192,258
2027,161,214
2028,171,231
2029,157,248
2030,151,228
2031,190,246
2032,183,262
2033,189,196
2034,172,255
2035,176,242
2036,196,203
2037,166,173
2038,155,229
2039,219,225
2040,166,249
2041,135,244
2042,164,282
2043,200,264
2044,200,248
2045,178,253
2046,170,271
2047,186,253
2048,189,236
2049,205,238
2050,159,253
2051,182,266
2052,192,269
2053,154,208
2054,158,238
2055,170,228
2056,137,203
2057,188,263
2058,193,258
2059,181,271
2060,195,235
2061,101,246
2062,160,254
2063,173,267
2064,192,255
2065,182,257
2066,176,255
2067,186,252
2068,175,259
2069,188,251
2070,156,270
2071,166,273
2072,114,258
2073,173,237
2074,182,249
2075,184,266
2076,176,252
2077,128,228
2078,170,258
2079,168,274
2080,100,256
2081,211,260
2082,195,233
2083,185,257
2084,183,276
2085,175,273
2086,179,260
2087,170,250
2088,189,246
2089,199,258
2090,163,237
2091,179,255
2092,173,219
2093,180,278
2094,170,268
2095,172,247
2096,223,263
2097,165,255
2098,185,247
2099,184,228
2100,177,244
