year,firstday,lastday
2015,179,266
2016,158,267
2017,164,253
2018,175,238
2019,180,300
2020,178,264
2021,175,250
2022,151,278
2023,168,256
2024,157,277
2025,173,263
2026,152,274
2027,176,258
2028,154,269
2029,176,236
2030,190,257
2031,179,257
2032,167,237
2033,131,258
2034,191,271
2035,043,263
2036,169,255
2037,118,249
2038,149,278
2039,166,276
2040,176,284
2041,159,262
2042,164,251
2043,166,256
2044,141,249
2045,156,257
2046,168,244
2047,176,271
2048,171,276
2049,166,273
2050,155,261
2051,152,254
2052,171,252
2053,157,302
2054,165,264
2055,166,355
2056,156,287
2057,189,274
2058,075,273
2059,153,259
2060,148,254
2061,159,297
2062,148,228
2063,152,291
2064,151,271
2065,158,274
2066,153,281
2067,152,250
2068,159,267
2069,150,255
2070,155,249
2071,137,266
2072,152,270
2073,160,266
2074,172,274
2075,171,270
2076,118,299
2077,114,280
2078,172,299
2079,138,239
2080,160,284
2081,142,254
2082,116,289
2083,139,264
2084,125,254
2085,114,260
2086,156,262
2087,134,288
2088,112,247
2089,154,265
2090,120,269
2091,140,279
2092,164,294
2093,127,277
2094,130,276
2095,152,275
2096,170,267
2097,122,301
2098,156,282
2099,161,287
2100,130,289
