year,firstday,lastday
2015,127,247
2016,138,273
2017,107,268
2018,179,191
2019,209,267
2020,002,256
2021,127,239
2022,101,232
2023,111,277
2024,147,250
2025,103,254
2026,183,269
2027,133,278
2028,138,263
2029,166,219
2030,136,254
2031,092,249
2032,137,257
2033,125,239
2034,116,262
2035,132,242
2036,180,239
2037,161,254
2038,166,236
2039,120,244
2040,206,244
2041,159,205
2042,121,245
2043,103,260
2044,168,231
2045,163,258
2046,118,265
2047,110,258
2048,177,254
2049,095,251
2050,194,260
2051,134,295
2052,148,220
2053,166,234
2054,164,216
2055,133,246
2056,139,271
2057,190,269
2058,131,236
2059,143,270
2060,176,222
2061,118,252
2062,221,252
2063,109,226
2064,148,273
2065,125,267
2066,139,276
2067,208,223
2068,140,227
2069,171,274
2070,180,271
2071,092,251
2072,163,264
2073,146,257
2074,134,229
2075,144,265
2076,137,275
2077,142,267
2078,096,250
2079,130,251
2080,154,260
2081,172,246
2082,131,253
2083,144,255
2084,142,226
2085,110,205
2086,177,247
2087,144,269
2088,131,246
2089,124,250
2090,144,261
2091,127,261
2092,162,229
2093,170,258
2094,106,252
2095,128,248
2096,152,248
2097,156,254
2098,126,250
2099,173,246
2100,097,274
