year,firstday,lastday
2015,138,242
2016,130,187
2017,188,254
2018,172,256
2019,201,254
2020,258,264
2021,154,269
2022,164,219
2023,181,257
2024,174,222
2025,173,205
2026,203,209
2027,162,185
2028,175,240
2029,142,247
2030,185,266
2031,220,271
2032,161,184
2033,False,False
2034,183,266
2035,161,262
2036,226,236
2037,165,243
2038,168,269
2039,196,265
2040,223,240
2041,190,234
2042,162,261
2043,191,281
2044,118,273
2045,149,227
2046,115,191
2047,184,230
2048,185,243
2049,239,245
2050,114,201
2051,123,281
2052,117,162
2053,088,266
2054,122,194
2055,196,229
2056,178,231
2057,187,278
2058,181,281
2059,180,244
2060,123,242
2061,174,228
2062,185,271
2063,167,203
2064,167,268
2065,184,238
2066,118,255
2067,False,False
2068,185,218
2069,121,197
2070,140,210
2071,126,284
2072,170,266
2073,144,232
2074,147,248
2075,162,284
2076,130,253
2077,125,258
2078,167,200
2079,182,227
2080,182,205
2081,190,197
2082,191,222
2083,183,261
2084,134,252
2085,171,265
2086,180,198
2087,182,257
2088,185,245
2089,203,276
2090,165,243
2091,166,249
2092,202,258
2093,184,249
2094,187,358
2095,197,242
2096,209,275
2097,174,263
2098,188,236
2099,255,261
2100,144,267
