year,firstday,lastday
2015,112,217
2016,116,250
2017,094,215
2018,169,204
2019,124,213
2020,106,205
2021,120,201
2022,114,212
2023,123,268
2024,130,186
2025,099,243
2026,119,241
2027,140,281
2028,125,208
2029,088,265
2030,126,234
2031,109,280
2032,120,280
2033,133,288
2034,112,213
2035,107,245
2036,130,213
2037,118,281
2038,117,275
2039,127,195
2040,120,217
2041,120,355
2042,121,280
2043,124,235
2044,128,237
2045,135,279
2046,123,230
2047,122,273
2048,128,262
2049,120,236
2050,137,236
2051,131,280
2052,123,243
2053,131,249
2054,121,255
2055,127,238
2056,123,259
2057,124,254
2058,139,266
2059,123,244
2060,131,270
2061,119,290
2062,121,271
2063,120,289
2064,142,268
2065,121,270
2066,125,275
2067,138,252
2068,124,288
2069,130,251
2070,134,301
2071,131,289
2072,134,273
2073,123,245
2074,119,361
2075,126,245
2076,125,265
2077,138,276
2078,123,289
2079,107,248
2080,133,265
2081,137,264
2082,095,253
2083,110,266
2084,139,287
2085,092,265
2086,139,295
2087,150,275
2088,125,248
2089,110,282
2090,148,268
2091,119,275
2092,133,282
2093,126,265
2094,130,282
2095,124,264
2096,137,286
2097,135,265
2098,118,287
2099,139,299
2100,142,260
