year,firstday,lastday
2015,121,219
2016,117,267
2017,153,214
2018,118,236
2019,163,256
2020,164,280
2021,137,246
2022,112,234
2023,128,250
2024,156,239
2025,130,236
2026,173,252
2027,162,245
2028,159,241
2029,138,262
2030,139,185
2031,135,271
2032,161,256
2033,156,253
2034,118,271
2035,099,234
2036,044,252
2037,117,270
2038,117,123
2039,197,248
2040,121,254
2041,182,264
2042,151,241
2043,165,262
2044,128,267
2045,169,222
2046,168,274
2047,137,275
2048,165,250
2049,140,157
2050,191,248
2051,168,272
2052,183,242
2053,171,224
2054,184,268
2055,161,250
2056,186,255
2057,144,209
2058,142,254
2059,099,250
2060,115,250
2061,141,269
2062,146,262
2063,191,254
2064,089,246
2065,142,259
2066,104,256
2067,169,260
2068,165,245
2069,159,248
2070,122,252
2071,171,254
2072,159,266
2073,140,190
2074,176,246
2075,127,215
2076,197,270
2077,146,267
2078,090,264
2079,091,302
2080,117,262
2081,166,269
2082,143,236
2083,123,260
2084,142,280
2085,132,288
2086,117,266
2087,160,227
2088,143,246
2089,104,283
2090,159,276
2091,124,262
2092,098,270
2093,129,269
2094,140,260
2095,137,279
2096,115,224
2097,150,265
2098,127,257
2099,143,290
2100,109,261
