year,firstday,lastday
2015,151,241
2016,120,205
2017,127,261
2018,118,239
2019,116,256
2020,107,249
2021,103,355
2022,142,277
2023,119,253
2024,145,241
2025,095,260
2026,091,233
2027,162,283
2028,150,347
2029,118,266
2030,154,209
2031,110,202
2032,108,256
2033,150,229
2034,134,241
2035,101,205
2036,106,252
2037,109,259
2038,168,243
2039,134,241
2040,099,245
2041,120,345
2042,138,275
2043,100,261
2044,122,263
2045,131,252
2046,117,259
2047,136,270
2048,126,238
2049,109,249
2050,149,250
2051,129,267
2052,158,256
2053,134,273
2054,119,262
2055,124,211
2056,123,353
2057,084,263
2058,169,257
2059,124,276
2060,103,235
2061,120,357
2062,144,261
2063,153,244
2064,093,266
2065,146,272
2066,124,254
2067,129,205
2068,129,289
2069,095,272
2070,117,258
2071,122,235
2072,140,268
2073,140,255
2074,097,248
2075,150,257
2076,110,275
2077,076,267
2078,150,229
2079,134,347
2080,128,279
2081,174,254
2082,106,365
2083,096,258
2084,104,274
2085,125,263
2086,168,284
2087,133,278
2088,120,269
2089,152,266
2090,143,284
2091,088,256
2092,150,296
2093,147,266
2094,130,246
2095,119,280
2096,077,360
2097,114,271
2098,148,264
2099,183,288
2100,143,266
