year,firstday,lastday
2015,098,282
2016,173,276
2017,149,279
2018,177,270
2019,166,252
2020,159,254
2021,156,262
2022,086,261
2023,177,265
2024,152,295
2025,180,262
2026,177,270
2027,143,273
2028,140,260
2029,168,313
2030,155,223
2031,149,260
2032,167,255
2033,176,250
2034,155,258
2035,145,263
2036,174,277
2037,158,268
2038,181,286
2039,161,256
2040,175,287
2041,152,271
2042,151,262
2043,176,287
2044,155,268
2045,179,271
2046,170,265
2047,182,269
2048,179,279
2049,174,271
2050,182,273
2051,182,263
2052,175,271
2053,159,264
2054,172,267
2055,182,264
2056,183,273
2057,179,264
2058,182,255
2059,164,274
2060,166,274
2061,132,267
2062,178,259
2063,160,250
2064,181,272
2065,181,262
2066,181,262
2067,043,259
2068,119,268
2069,145,272
2070,182,272
2071,095,278
2072,188,287
2073,180,265
2074,165,266
2075,150,249
2076,183,273
2077,163,266
2078,173,215
2079,167,267
2080,115,265
2081,161,318
2082,169,260
2083,182,261
2084,153,335
2085,167,298
2086,152,282
2087,169,267
2088,150,255
2089,176,252
2090,133,269
2091,128,263
2092,174,264
2093,149,264
2094,175,263
2095,128,316
2096,174,265
2097,182,296
2098,182,363
2099,153,266
2100,164,260
