year,firstday,lastday
2015,153,231
2016,234,251
2017,087,268
2018,196,231
2019,154,345
2020,180,241
2021,169,235
2022,157,240
2023,110,240
2024,133,258
2025,214,247
2026,170,193
2027,189,197
2028,144,229
2029,179,233
2030,185,248
2031,171,217
2032,144,234
2033,142,239
2034,182,259
2035,182,232
2036,154,271
2037,181,228
2038,161,223
2039,159,240
2040,219,240
2041,187,196
2042,162,349
2043,179,202
2044,133,220
2045,153,258
2046,167,246
2047,161,238
2048,170,230
2049,170,240
2050,143,212
2051,180,254
2052,175,240
2053,124,239
2054,139,202
2055,114,231
2056,126,201
2057,176,241
2058,168,219
2059,136,252
2060,198,241
2061,167,243
2062,180,232
2063,072,222
2064,181,236
2065,150,216
2066,149,210
2067,140,209
2068,190,237
2069,178,249
2070,181,271
2071,156,225
2072,184,232
2073,128,202
2074,187,280
2075,151,214
2076,122,218
2077,133,241
2078,145,248
2079,156,182
2080,180,246
2081,186,244
2082,174,245
2083,162,220
2084,145,277
2085,132,229
2086,182,265
2087,144,206
2088,168,240
2089,187,229
2090,160,238
2091,157,283
2092,152,258
2093,102,194
2094,170,248
2095,201,235
2096,170,240
2097,148,258
2098,172,205
2099,139,202
2100,121,259
