year,firstday,lastday
2015,167,266
2016,231,252
2017,171,210
2018,201,263
2019,189,234
2020,114,256
2021,197,205
2022,226,251
2023,166,263
2024,189,223
2025,207,243
2026,174,270
2027,182,254
2028,172,194
2029,191,201
2030,176,219
2031,132,239
2032,203,235
2033,190,197
2034,100,246
2035,195,216
2036,210,217
2037,113,260
2038,168,262
2039,182,215
2040,157,264
2041,197,225
2042,203,256
2043,177,243
2044,176,238
2045,203,209
2046,164,250
2047,148,248
2048,173,242
2049,180,245
2050,168,250
2051,217,249
2052,141,258
2053,199,253
2054,122,234
2055,163,265
2056,166,204
2057,180,258
2058,172,231
2059,054,200
2060,178,231
2061,149,240
2062,197,203
2063,155,256
2064,173,181
2065,159,213
2066,183,268
2067,162,248
2068,162,225
2069,158,202
2070,172,277
2071,163,238
2072,169,191
2073,168,242
2074,178,245
2075,034,253
2076,142,255
2077,159,225
2078,152,212
2079,162,246
2080,182,207
2081,168,253
2082,172,267
2083,169,271
2084,192,246
2085,168,245
2086,167,254
2087,170,248
2088,168,201
2089,154,271
2090,158,264
2091,181,222
2092,137,205
2093,101,248
2094,155,244
2095,182,219
2096,160,223
2097,159,259
2098,163,261
2099,143,223
2100,169,269
