year,firstday,lastday
2015,177,190
2016,203,214
2017,False,False
2018,False,False
2019,False,False
2020,163,198
2021,138,151
2022,241,252
2023,162,172
2024,False,False
2025,167,183
2026,179,190
2027,166,182
2028,161,173
2029,False,False
2030,False,False
2031,False,False
2032,False,False
2033,220,230
2034,False,False
2035,168,237
2036,157,179
2037,False,False
2038,False,False
2039,False,False
2040,151,265
2041,False,False
2042,190,202
2043,171,190
2044,173,195
2045,False,False
2046,False,False
2047,False,False
2048,179,189
2049,147,165
2050,False,False
2051,False,False
2052,False,False
2053,225,235
2054,False,False
2055,160,171
2056,False,False
2057,160,190
2058,False,False
2059,172,204
2060,False,False
2061,157,167
2062,172,194
2063,171,215
2064,False,False
2065,247,257
2066,221,233
2067,158,184
2068,False,False
2069,146,159
2070,174,245
2071,False,False
2072,False,False
2073,171,182
2074,False,False
2075,175,197
2076,185,207
2077,169,230
2078,153,164
2079,137,186
2080,174,249
2081,194,209
2082,189,199
2083,224,251
2084,211,224
2085,False,False
2086,186,199
2087,160,193
2088,165,180
2089,156,187
2090,161,178
2091,147,164
2092,168,185
2093,175,192
2094,151,298
2095,False,False
2096,233,244
2097,157,185
2098,215,264
2099,212,224
2100,212,226
