year,firstday,lastday
2015,168,203
2016,165,227
2017,174,198
2018,174,205
2019,172,253
2020,084,264
2021,099,249
2022,216,246
2023,182,266
2024,109,231
2025,177,211
2026,173,270
2027,154,207
2028,177,260
2029,False,False
2030,166,246
2031,169,189
2032,181,221
2033,158,235
2034,135,212
2035,190,259
2036,157,268
2037,151,194
2038,160,267
2039,179,216
2040,189,272
2041,166,246
2042,179,254
2043,147,247
2044,135,260
2045,176,196
2046,182,209
2047,154,233
2048,171,267
2049,082,214
2050,171,209
2051,164,235
2052,081,208
2053,185,202
2054,194,214
2055,192,212
2056,181,196
2057,185,260
2058,157,260
2059,False,False
2060,197,263
2061,189,209
2062,110,267
2063,173,268
2064,167,213
2065,191,203
2066,181,204
2067,161,212
2068,193,211
2069,182,262
2070,182,254
2071,112,122
2072,155,255
2073,149,221
2074,179,216
2075,150,266
2076,170,266
2077,151,238
2078,186,235
2079,169,203
2080,147,234
2081,115,216
2082,166,233
2083,144,209
2084,183,263
2085,178,260
2086,199,214
2087,157,267
2088,144,266
2089,151,286
2090,145,251
2091,171,215
2092,119,278
2093,149,207
2094,189,205
2095,189,215
2096,125,218
2097,161,229
2098,164,208
2099,173,234
2100,152,246
