year,firstday,lastday
2015,False,False
2016,171,181
2017,False,False
2018,242,252
2019,178,189
2020,165,250
2021,136,177
2022,False,False
2023,158,253
2024,False,False
2025,False,False
2026,129,189
2027,False,False
2028,177,189
2029,206,268
2030,197,209
2031,False,False
2032,164,252
2033,214,230
2034,134,197
2035,136,156
2036,False,False
2037,246,263
2038,176,212
2039,False,False
2040,162,176
2041,192,249
2042,141,161
2043,134,220
2044,176,197
2045,False,False
2046,167,222
2047,258,270
2048,False,False
2049,220,231
2050,211,224
2051,174,253
2052,173,205
2053,False,False
2054,250,261
2055,False,False
2056,168,208
2057,157,180
2058,False,False
2059,172,182
2060,180,190
2061,121,132
2062,False,False
2063,False,False
2064,False,False
2065,260,272
2066,165,177
2067,189,199
2068,195,289
2069,180,228
2070,170,200
2071,False,False
2072,196,213
2073,False,False
2074,162,194
2075,False,False
2076,187,206
2077,147,230
2078,153,178
2079,139,213
2080,False,False
2081,False,False
2082,186,236
2083,143,201
2084,209,220
2085,171,184
2086,169,184
2087,False,False
2088,122,269
2089,163,215
2090,160,267
2091,249,260
2092,191,205
2093,200,218
2094,183,200
2095,165,178
2096,183,246
2097,164,174
2098,209,220
2099,False,False
2100,181,203
