year,firstday,lastday
2015,165,247
2016,138,236
2017,182,230
2018,179,191
2019,256,267
2020,170,256
2021,False,False
2022,151,232
2023,111,244
2024,147,250
2025,142,230
2026,183,269
2027,133,178
2028,138,193
2029,166,181
2030,180,254
2031,181,215
2032,157,198
2033,125,231
2034,116,232
2035,168,242
2036,180,239
2037,161,254
2038,174,195
2039,120,133
2040,206,244
2041,159,205
2042,161,245
2043,239,251
2044,215,231
2045,247,258
2046,169,251
2047,118,133
2048,177,254
2049,204,251
2050,236,260
2051,219,242
2052,148,220
2053,166,224
2054,180,207
2055,False,False
2056,259,271
2057,219,229
2058,208,226
2059,143,270
2060,False,False
2061,167,252
2062,221,241
2063,109,124
2064,148,273
2065,178,267
2066,167,276
2067,208,223
2068,179,205
2069,171,261
2070,212,255
2071,177,251
2072,163,205
2073,146,215
2074,218,229
2075,144,265
2076,137,275
2077,142,267
2078,False,False
2079,177,241
2080,181,260
2081,172,236
2082,168,183
2083,144,255
2084,142,186
2085,False,False
2086,177,196
2087,155,248
2088,131,246
2089,194,241
2090,167,261
2091,127,193
2092,162,219
2093,181,258
2094,139,252
2095,214,248
2096,169,248
2097,179,189
2098,146,242
2099,173,235
2100,097,240
