year,firstday,lastday
2015,160,250
2016,129,236
2017,104,250
2018,113,240
2019,195,205
2020,180,258
2021,161,270
2022,146,262
2023,112,247
2024,138,254
2025,096,252
2026,137,245
2027,119,229
2028,136,245
2029,122,248
2030,180,254
2031,238,255
2032,136,256
2033,122,240
2034,091,272
2035,120,199
2036,131,208
2037,159,175
2038,163,235
2039,118,160
2040,180,261
2041,096,242
2042,121,259
2043,116,246
2044,219,241
2045,161,259
2046,181,265
2047,110,187
2048,173,258
2049,089,236
2050,182,251
2051,134,258
2052,164,175
2053,157,239
2054,137,211
2055,204,263
2056,186,210
2057,218,268
2058,123,229
2059,110,270
2060,175,244
2061,190,263
2062,182,272
2063,201,239
2064,133,275
2065,172,262
2066,138,271
2067,219,234
2068,180,248
2069,178,203
2070,174,257
2071,178,260
2072,099,271
2073,144,158
2074,126,205
2075,173,262
2076,126,243
2077,174,265
2078,210,254
2079,117,240
2080,142,264
2081,169,247
2082,127,252
2083,141,250
2084,148,221
2085,134,252
2086,175,233
2087,142,255
2088,153,245
2089,121,232
2090,165,260
2091,130,225
2092,181,273
2093,166,258
2094,145,253
2095,185,248
2096,124,265
2097,175,188
2098,203,243
2099,185,235
2100,181,251
