year,firstday,lastday
2015,162,266
2016,187,263
2017,181,257
2018,179,236
2019,192,217
2020,214,251
2021,175,250
2022,160,264
2023,188,255
2024,157,277
2025,152,263
2026,186,278
2027,181,239
2028,188,226
2029,176,223
2030,195,257
2031,179,257
2032,190,228
2033,183,247
2034,191,218
2035,212,260
2036,183,256
2037,181,214
2038,152,277
2039,166,253
2040,173,256
2041,194,261
2042,182,270
2043,174,261
2044,161,225
2045,156,257
2046,180,228
2047,175,231
2048,179,236
2049,166,218
2050,155,220
2051,152,250
2052,171,190
2053,157,257
2054,165,232
2055,203,250
2056,164,289
2057,189,264
2058,174,275
2059,157,259
2060,149,258
2061,185,270
2062,185,215
2063,152,273
2064,153,271
2065,158,274
2066,153,278
2067,148,222
2068,188,268
2069,179,234
2070,155,284
2071,196,233
2072,207,239
2073,173,266
2074,171,266
2075,171,236
2076,201,244
2077,170,200
2078,183,299
2079,171,220
2080,171,268
2081,178,254
2082,148,289
2083,195,264
2084,188,254
2085,178,232
2086,170,245
2087,178,273
2088,142,276
2089,176,265
2090,163,269
2091,140,206
2092,164,278
2093,171,266
2094,172,278
2095,148,265
2096,170,251
2097,160,251
2098,152,275
2099,188,275
2100,125,290
