year,firstday,lastday
2015,171,234
2016,164,226
2017,195,270
2018,182,226
2019,182,241
2020,174,267
2021,178,238
2022,173,218
2023,178,264
2024,181,246
2025,212,229
2026,177,235
2027,184,255
2028,166,222
2029,181,263
2030,179,270
2031,167,246
2032,180,252
2033,182,278
2034,168,221
2035,131,262
2036,185,271
2037,179,253
2038,181,240
2039,187,264
2040,182,252
2041,182,263
2042,153,234
2043,177,255
2044,158,243
2045,181,252
2046,171,225
2047,197,268
2048,180,270
2049,168,271
2050,173,266
2051,204,266
2052,182,263
2053,188,264
2054,190,243
2055,182,213
2056,207,262
2057,177,240
2058,False,False
2059,192,228
2060,182,277
2061,189,251
2062,182,226
2063,192,253
2064,182,254
2065,182,242
2066,180,261
2067,131,255
2068,157,276
2069,147,207
2070,188,263
2071,187,253
2072,182,250
2073,177,215
2074,185,248
2075,157,216
2076,190,267
2077,172,266
2078,179,245
2079,181,267
2080,168,265
2081,173,213
2082,170,245
2083,186,254
2084,184,256
2085,151,266
2086,142,281
2087,173,262
2088,159,238
2089,189,252
2090,183,269
2091,175,259
2092,170,270
2093,176,273
2094,180,265
2095,180,265
2096,174,255
2097,177,272
2098,193,216
2099,176,227
2100,181,213
