year,firstday,lastday
2015,179,242
2016,False,False
2017,183,210
2018,159,177
2019,194,266
2020,129,226
2021,False,False
2022,184,212
2023,137,236
2024,195,221
2025,199,248
2026,173,193
2027,166,212
2028,False,False
2029,175,276
2030,165,252
2031,False,False
2032,185,202
2033,198,212
2034,151,235
2035,142,205
2036,False,False
2037,187,199
2038,163,174
2039,False,False
2040,232,242
2041,182,193
2042,False,False
2043,182,200
2044,191,204
2045,False,False
2046,False,False
2047,135,238
2048,False,False
2049,163,234
2050,163,180
2051,False,False
2052,184,207
2053,False,False
2054,194,209
2055,130,239
2056,190,242
2057,181,259
2058,127,204
2059,192,283
2060,False,False
2061,229,239
2062,145,253
2063,False,False
2064,201,219
2065,181,203
2066,182,241
2067,195,207
2068,167,178
2069,215,228
2070,138,205
2071,162,173
2072,185,205
2073,191,272
2074,179,255
2075,183,253
2076,189,219
2077,192,244
2078,169,225
2079,187,249
2080,182,287
2081,140,222
2082,155,169
2083,121,217
2084,156,166
2085,208,221
2086,189,254
2087,185,229
2088,144,207
2089,197,210
2090,178,271
2091,223,261
2092,164,182
2093,172,256
2094,183,230
2095,142,155
2096,False,False
2097,168,252
2098,126,223
2099,127,244
2100,154,193
