year,firstday,lastday
2015,174,230
2016,134,222
2017,218,230
2018,177,197
2019,158,231
2020,162,238
2021,190,243
2022,171,219
2023,173,198
2024,False,False
2025,False,False
2026,176,224
2027,151,230
2028,140,201
2029,169,207
2030,181,199
2031,166,199
2032,175,196
2033,179,191
2034,143,195
2035,139,190
2036,184,219
2037,False,False
2038,False,False
2039,172,219
2040,173,218
2041,189,222
2042,189,213
2043,175,204
2044,151,205
2045,False,False
2046,204,214
2047,162,208
2048,168,211
2049,177,190
2050,200,210
2051,204,259
2052,171,221
2053,206,219
2054,134,201
2055,185,197
2056,137,148
2057,128,199
2058,False,False
2059,169,182
2060,179,197
2061,186,207
2062,131,236
2063,160,171
2064,183,195
2065,217,232
2066,195,218
2067,173,245
2068,199,241
2069,146,186
2070,187,199
2071,226,239
2072,178,204
2073,172,194
2074,165,255
2075,205,223
2076,False,False
2077,171,185
2078,173,251
2079,188,243
2080,219,230
2081,178,225
2082,165,181
2083,173,243
2084,203,231
2085,147,215
2086,127,177
2087,179,189
2088,False,False
2089,190,222
2090,181,217
2091,127,215
2092,143,241
2093,184,203
2094,210,330
2095,195,243
2096,184,201
2097,212,240
2098,187,213
2099,154,166
2100,179,229
