year,firstday,lastday
2015,163,224
2016,146,217
2017,123,245
2018,159,238
2019,185,243
2020,158,235
2021,150,247
2022,130,249
2023,151,229
2024,142,222
2025,139,246
2026,138,220
2027,148,243
2028,148,243
2029,161,174
2030,159,243
2031,121,199
2032,170,227
2033,132,227
2034,145,244
2035,167,240
2036,122,234
2037,117,216
2038,147,212
2039,138,203
2040,161,237
2041,148,237
2042,142,226
2043,128,240
2044,156,185
2045,124,204
2046,147,194
2047,141,151
2048,141,195
2049,195,210
2050,143,201
2051,151,194
2052,117,187
2053,160,187
2054,124,288
2055,204,222
2056,157,182
2057,False,False
2058,144,170
2059,111,202
2060,117,165
2061,148,163
2062,169,181
2063,169,193
2064,154,180
2065,129,252
2066,161,250
2067,148,175
2068,224,234
2069,142,154
2070,False,False
2071,137,188
2072,148,177
2073,153,264
2074,139,274
2075,167,273
2076,112,243
2077,121,269
2078,137,276
2079,133,271
2080,109,244
2081,154,246
2082,148,284
2083,139,255
2084,152,253
2085,149,260
2086,148,230
2087,118,247
2088,133,263
2089,133,260
2090,152,242
2091,157,277
2092,149,261
2093,164,241
2094,153,255
2095,149,250
2096,116,250
2097,152,272
2098,155,246
2099,145,236
2100,102,282
