year,firstday,lastday
2015,184,195
2016,181,272
2017,168,188
2018,179,209
2019,False,False
2020,165,198
2021,172,213
2022,False,False
2023,False,False
2024,False,False
2025,127,197
2026,180,207
2027,162,183
2028,187,196
2029,False,False
2030,False,False
2031,206,270
2032,181,194
2033,198,208
2034,139,194
2035,182,204
2036,248,257
2037,189,217
2038,181,200
2039,173,197
2040,142,260
2041,False,False
2042,149,196
2043,178,259
2044,176,193
2045,False,False
2046,False,False
2047,False,False
2048,195,250
2049,150,266
2050,180,264
2051,224,231
2052,174,197
2053,False,False
2054,False,False
2055,160,185
2056,False,False
2057,165,255
2058,167,200
2059,174,203
2060,115,125
2061,261,268
2062,184,200
2063,175,208
2064,False,False
2065,147,244
2066,152,184
2067,169,341
2068,176,247
2069,184,278
2070,193,235
2071,181,229
2072,163,294
2073,215,223
2074,189,274
2075,164,185
2076,187,271
2077,169,182
2078,154,161
2079,138,271
2080,168,203
2081,196,206
2082,148,198
2083,132,248
2084,169,300
2085,282,292
2086,180,273
2087,160,254
2088,172,205
2089,167,215
2090,168,275
2091,266,276
2092,173,300
2093,188,231
2094,171,188
2095,False,False
2096,195,203
2097,161,249
2098,160,195
2099,210,225
2100,149,205
